"","SRX033482","SRX033489","SRX033479","SRX033490","SRX033480","SRX033472","SRX033485","SRX033493","SRX033475","SRX033486"
"ENSMUSG00000004891",16,18,40,14,11,9,13,16,20,9
"ENSMUSG00000004892",1993,3688,3351,4398,1590,3085,2615,3632,2113,2071
"ENSMUSG00000004894",17,24,26,29,13,22,14,29,11,17
"ENSMUSG00000004895",379,794,490,885,415,520,509,978,433,437
"ENSMUSG00000004897",36,66,42,66,36,42,20,82,43,37
"ENSMUSG00000004902",184,397,345,526,183,377,304,528,292,252
"ENSMUSG00000004929",329,772,710,728,262,748,477,960,449,430
"ENSMUSG00000004931",74,140,171,158,44,142,118,187,111,99
"ENSMUSG00000004936",86,183,88,167,77,58,104,143,82,105
"ENSMUSG00000004937",647,1453,1175,1783,611,1254,1073,1845,906,843
"ENSMUSG00000004939",0,4,2,6,1,1,2,9,7,2
"ENSMUSG00000004945",69,172,88,162,87,54,73,134,79,80
"ENSMUSG00000004961",1081,2367,1821,2755,1128,1871,1405,3020,1560,1520
"ENSMUSG00000004980",449,834,311,871,498,328,270,812,359,434
"ENSMUSG00000004994",73,187,81,197,48,127,76,250,112,88
"ENSMUSG00000005034",1183,2800,2044,2399,1397,1931,1142,3015,1623,1346
"ENSMUSG00000005043",1,1,1,5,1,3,3,3,4,4
"ENSMUSG00000005054",111,244,109,294,113,118,136,283,92,131
"ENSMUSG00000005057",24,73,63,66,23,72,59,89,58,47
"ENSMUSG00000005103",927,2249,1601,2453,913,1767,1305,3137,1319,1344
"ENSMUSG00000005125",914,1856,1115,2249,803,956,815,2015,862,851
"ENSMUSG00000005142",440,857,572,988,340,352,317,597,305,291
"ENSMUSG00000005148",47,102,139,140,64,146,106,172,95,96
"ENSMUSG00000005220",2,6,3,3,4,1,2,13,9,1
"ENSMUSG00000005225",34,56,33,51,28,32,21,77,26,38
"ENSMUSG00000005251",5,22,9,19,5,6,15,22,5,8
"ENSMUSG00000005262",170,448,209,458,183,221,153,450,228,229
"ENSMUSG00000005267",21,33,19,26,16,30,19,37,28,23
"ENSMUSG00000005312",2001,4350,2153,4743,2142,1830,2130,4873,2150,2738
"ENSMUSG00000005354",139,276,188,390,92,204,198,432,140,180
"ENSMUSG00000005357",50,111,102,114,52,96,67,140,58,71
"ENSMUSG00000005362",230,466,228,449,221,212,174,432,175,196
"ENSMUSG00000005370",146,383,175,379,184,211,160,426,175,213
"ENSMUSG00000005371",250,696,302,708,370,261,174,813,343,381
"ENSMUSG00000005374",18,51,45,55,19,31,33,65,31,25
"ENSMUSG00000005397",101,197,136,232,103,106,131,180,83,103
"ENSMUSG00000005410",50,139,98,133,42,93,58,122,46,44
"ENSMUSG00000005413",0,5,3,9,0,5,4,5,1,6
"ENSMUSG00000005442",1533,2846,2991,3264,1118,3035,2996,3660,2318,2356
"ENSMUSG00000005465",2,3,4,8,0,10,3,3,4,3
"ENSMUSG00000005469",633,1783,1145,2120,725,1277,982,2387,973,985
"ENSMUSG00000005481",25,48,33,44,18,39,16,77,30,23
"ENSMUSG00000005483",580,1350,845,2068,1023,602,663,1660,548,849
"ENSMUSG00000005501",111,247,152,243,103,129,113,273,127,178
"ENSMUSG00000005533",1088,2286,1877,2234,1276,1395,1423,2713,1310,1569
"ENSMUSG00000005534",55,205,184,190,93,163,160,182,111,139
"ENSMUSG00000005540",2,2,9,5,0,12,2,9,3,3
"ENSMUSG00000005553",3,9,4,9,4,9,4,17,10,7
"ENSMUSG00000005575",36,165,102,176,31,62,59,177,40,23
"ENSMUSG00000005580",663,1366,1333,1405,654,1230,928,1660,922,857
"ENSMUSG00000005583",336,668,673,700,618,629,389,1028,542,469
"ENSMUSG00000005615",14,28,9,17,17,7,15,21,13,4
"ENSMUSG00000005621",16,30,19,34,14,23,29,37,23,22
"ENSMUSG00000005640",7,13,17,18,7,15,29,18,9,8
"ENSMUSG00000005656",239,558,266,626,243,154,235,555,246,294
"ENSMUSG00000005674",22,23,29,27,30,34,17,29,17,31
"ENSMUSG00000005677",11,7,3,11,6,1,4,4,4,4
"ENSMUSG00000005681",1,9,5,14,4,0,0,0,0,0
"ENSMUSG00000005682",267,584,308,666,216,336,360,618,263,287
"ENSMUSG00000005683",1482,3555,1752,3978,1497,2001,1996,4518,1733,2202
"ENSMUSG00000005686",11,37,30,43,21,42,43,48,18,30
"ENSMUSG00000005687",107,238,148,257,147,117,95,285,146,153
"ENSMUSG00000005699",97,244,204,254,109,245,145,325,187,155
"ENSMUSG00000005705",3,8,6,3,2,4,3,3,1,7
"ENSMUSG00000005716",242,407,197,456,253,262,218,637,209,240
"ENSMUSG00000005718",16,30,14,35,14,35,34,35,16,18
"ENSMUSG00000005732",26,65,31,88,18,48,18,86,31,26
"ENSMUSG00000005802",418,944,478,821,547,456,459,969,521,726
"ENSMUSG00000005804",3,18,9,13,8,10,13,13,15,14
"ENSMUSG00000005813",152,443,260,480,210,265,173,581,218,272
"ENSMUSG00000005823",163,414,246,435,129,226,228,482,177,198
"ENSMUSG00000005871",157,224,335,294,235,227,165,258,218,237
"ENSMUSG00000005873",3028,8145,3444,8454,3612,3225,3599,8567,3559,4464
"ENSMUSG00000005892",28,59,24,77,18,29,19,53,26,29
"ENSMUSG00000005897",63,156,88,159,57,67,85,164,64,78
"ENSMUSG00000005899",594,1380,954,1641,577,816,898,1744,769,872
"ENSMUSG00000005936",50,197,95,185,88,135,73,194,77,96
"ENSMUSG00000005950",1,2,4,9,0,0,3,3,1,2
"ENSMUSG00000005951",2,7,8,10,0,9,3,14,4,3
"ENSMUSG00000005958",36,72,73,58,41,68,61,109,70,72
"ENSMUSG00000005973",448,962,268,933,393,720,484,1656,739,719
"ENSMUSG00000005983",1,10,8,9,3,8,3,9,13,2
"ENSMUSG00000005986",304,611,604,768,283,608,542,854,480,385
"ENSMUSG00000006050",227,451,201,531,207,289,185,456,238,237
"ENSMUSG00000006057",6,15,12,11,5,23,5,8,19,13
"ENSMUSG00000006095",146,386,263,398,135,182,119,409,129,108
"ENSMUSG00000006134",421,1083,645,1230,569,596,671,1231,607,690
"ENSMUSG00000006154",18,75,126,69,27,12,15,17,12,8
"ENSMUSG00000006169",360,860,505,936,380,570,365,1057,414,394
"ENSMUSG00000006218",14,32,24,49,10,42,34,42,21,21
"ENSMUSG00000006221",2,1,7,3,1,10,11,8,2,3
"ENSMUSG00000006235",65,159,140,156,57,151,103,207,135,80
"ENSMUSG00000006241",67,138,123,197,69,125,84,147,111,101
"ENSMUSG00000006262",14,32,9,13,7,8,9,19,12,17
"ENSMUSG00000006270",4,5,17,9,3,13,4,9,1,6
"ENSMUSG00000006276",322,777,496,918,265,547,404,915,391,393
"ENSMUSG00000006281",48,122,118,110,73,100,123,193,118,114
"ENSMUSG00000006288",42,95,43,71,26,48,50,88,47,50
"ENSMUSG00000006289",8,33,14,31,15,13,7,34,16,7
"ENSMUSG00000006299",812,1725,1471,1766,814,1551,881,1885,1078,862
"ENSMUSG00000006304",1044,2081,867,2213,920,850,800,2456,837,1116
"ENSMUSG00000006313",2,13,12,17,6,10,9,9,5,2
"ENSMUSG00000006315",279,740,445,701,267,441,320,672,312,297
"ENSMUSG00000006335",40,59,46,70,35,52,24,56,58,30
"ENSMUSG00000006342",93,235,177,260,111,201,205,262,176,160
"ENSMUSG00000006344",5,14,12,10,3,9,2,5,3,6
"ENSMUSG00000006356",642,1361,1327,1513,579,1307,757,1638,910,758
"ENSMUSG00000006360",12,27,13,41,14,22,17,26,12,9
"ENSMUSG00000006373",1566,3791,2115,3876,1898,2281,1651,3728,2254,2491
"ENSMUSG00000006378",46,100,84,105,42,84,59,129,40,53
"ENSMUSG00000006386",4,23,12,23,8,8,4,20,8,12
"ENSMUSG00000006389",5,3,6,3,1,9,2,8,3,3
"ENSMUSG00000006392",13,42,19,42,24,20,14,28,15,15
"ENSMUSG00000006403",270,604,421,611,286,237,148,307,181,148
"ENSMUSG00000006411",18,52,56,64,21,56,27,45,28,18
"ENSMUSG00000006412",232,501,301,680,240,268,106,584,199,146
"ENSMUSG00000006418",94,197,137,266,81,213,122,290,110,136
"ENSMUSG00000006435",2058,4034,3686,4332,1882,3454,2919,4386,2968,2615
"ENSMUSG00000006442",50,170,86,163,43,100,64,176,76,51
"ENSMUSG00000006456",177,394,368,367,169,362,362,509,292,341
"ENSMUSG00000006457",3,6,5,4,0,2,4,8,6,7
"ENSMUSG00000006463",27,62,63,78,40,69,63,78,68,47
"ENSMUSG00000006464",502,1165,766,1188,500,662,640,1122,577,529
"ENSMUSG00000006498",19,48,45,62,19,59,53,68,26,30
"ENSMUSG00000006517",106,222,295,250,102,280,131,260,222,100
"ENSMUSG00000006519",8,36,36,54,5,25,24,43,16,7
"ENSMUSG00000006522",147,514,155,587,117,338,281,458,134,172
"ENSMUSG00000006526",93,139,156,182,70,159,103,193,88,87
"ENSMUSG00000006527",8,32,15,25,18,9,14,23,19,12
"ENSMUSG00000006538",8,8,9,4,2,13,3,15,15,11
"ENSMUSG00000006567",10,43,28,36,18,18,12,29,21,13
"ENSMUSG00000006585",9,10,16,19,5,16,12,21,4,15
"ENSMUSG00000006587",9,29,20,19,13,25,21,35,24,24
"ENSMUSG00000006589",78,151,125,170,55,163,119,190,88,102
"ENSMUSG00000006599",78,246,85,239,103,139,59,256,111,139
"ENSMUSG00000006642",3,7,4,8,1,2,6,2,5,1
"ENSMUSG00000006651",9674,18454,14989,20638,8451,16062,12022,21385,12030,10858
"ENSMUSG00000006673",239,589,306,550,233,401,193,638,302,320
"ENSMUSG00000006675",424,989,925,1057,403,1020,641,1233,684,536
"ENSMUSG00000006676",1456,2680,1966,2675,1151,1864,1665,2994,1476,1530
"ENSMUSG00000006699",171,353,166,348,219,172,144,423,162,222
"ENSMUSG00000006705",121,237,170,285,85,132,96,310,120,145
"ENSMUSG00000006711",457,1284,890,1179,546,719,538,1125,629,583
"ENSMUSG00000006715",20,41,26,46,25,19,11,40,12,26
"ENSMUSG00000006717",290,739,329,942,281,310,252,776,225,321
"ENSMUSG00000006720",2,13,4,9,5,9,4,14,2,4
"ENSMUSG00000006724",6,17,9,24,14,8,5,11,4,5
"ENSMUSG00000006731",536,1227,1129,1247,491,1056,879,1467,806,728
"ENSMUSG00000006732",2,14,4,10,1,4,4,8,2,6
"ENSMUSG00000006736",312,567,307,526,319,291,337,546,272,342
"ENSMUSG00000006740",2170,4132,1952,4235,1934,1584,1259,3476,1624,1852
"ENSMUSG00000006782",304,629,378,745,249,379,280,606,237,259
"ENSMUSG00000006818",663,1574,874,1624,684,865,747,1768,608,871
"ENSMUSG00000006850",65,195,93,159,77,84,63,205,71,80
"ENSMUSG00000006906",229,490,205,540,227,197,211,550,210,340
"ENSMUSG00000006931",11,35,23,36,5,24,28,39,18,17
"ENSMUSG00000006941",407,760,409,953,479,343,394,935,380,601
"ENSMUSG00000006958",14,36,83,46,16,61,30,83,31,27
"ENSMUSG00000006998",326,776,497,782,368,440,271,868,391,357
"ENSMUSG00000007021",131,285,323,298,149,342,239,427,273,210
"ENSMUSG00000007029",269,678,608,732,291,684,459,713,481,398
"ENSMUSG00000007030",9,28,27,26,17,28,18,24,32,20
"ENSMUSG00000007033",76,136,82,161,69,107,79,167,87,91
"ENSMUSG00000007034",2,9,7,7,3,2,1,5,8,4
"ENSMUSG00000007035",2,1,11,3,4,26,14,24,13,10
"ENSMUSG00000007036",337,641,706,673,305,758,568,833,528,432
"ENSMUSG00000007038",305,640,525,726,301,488,438,736,422,390
"ENSMUSG00000007039",39,62,79,110,28,81,48,84,67,38
"ENSMUSG00000007041",57,99,66,129,35,64,65,134,46,67
"ENSMUSG00000007097",1935,3838,3021,4224,1760,2755,2725,3670,1964,2040
"ENSMUSG00000007122",3,9,4,18,3,4,3,4,3,7
"ENSMUSG00000007207",315,543,600,642,302,615,368,838,430,405
"ENSMUSG00000007209",5,5,2,11,6,9,1,9,2,6
"ENSMUSG00000007216",60,160,98,160,57,99,72,134,77,78
"ENSMUSG00000007338",59,176,89,163,71,108,110,176,102,115
"ENSMUSG00000007379",5,19,6,17,8,7,14,13,11,11
"ENSMUSG00000007411",683,1499,1029,1628,767,999,711,1773,929,843
"ENSMUSG00000007458",62,157,71,193,76,85,59,146,45,55
"ENSMUSG00000007476",323,801,762,851,274,834,614,997,508,486
"ENSMUSG00000007480",2,6,4,7,3,3,8,6,2,6
"ENSMUSG00000007589",36,95,59,138,67,73,77,122,63,56
"ENSMUSG00000007591",1,7,3,5,3,1,1,5,2,2
"ENSMUSG00000007594",576,1496,1461,1687,812,1443,1398,2880,1120,1239
"ENSMUSG00000007603",366,836,789,924,295,810,595,1021,603,497
"ENSMUSG00000007610",4,4,12,8,4,4,4,6,5,8
"ENSMUSG00000007646",4,27,17,23,15,12,7,24,13,16
"ENSMUSG00000007653",40,96,71,95,51,56,63,130,57,85
"ENSMUSG00000007655",4,15,6,18,5,15,8,16,4,8
"ENSMUSG00000007656",5350,13081,4503,12041,5302,4377,4139,13716,5815,7451
"ENSMUSG00000007659",98,234,144,283,89,148,124,266,119,148
"ENSMUSG00000007670",241,487,466,516,221,420,300,541,290,249
"ENSMUSG00000007682",907,1854,1107,2104,1152,466,729,1849,704,1244
"ENSMUSG00000007721",281,679,669,812,308,611,341,743,384,309
"ENSMUSG00000007739",53,108,55,87,40,43,42,124,51,42
"ENSMUSG00000007777",67,171,61,165,77,79,44,147,67,97
"ENSMUSG00000007783",457,1141,999,1182,503,1042,834,1229,725,673
"ENSMUSG00000007805",3,8,10,9,6,9,11,9,5,5
"ENSMUSG00000007812",13,19,16,35,10,34,25,31,7,31
"ENSMUSG00000007815",87,176,113,217,74,101,85,184,97,85
"ENSMUSG00000007827",166,383,251,410,183,212,139,495,213,251
"ENSMUSG00000007836",384,630,1228,547,366,1071,420,690,743,284
"ENSMUSG00000007867",48,89,52,106,25,42,35,104,29,29
"ENSMUSG00000007877",4,26,58,20,15,30,35,38,29,15
"ENSMUSG00000007892",16,60,35,58,18,36,26,57,36,27
"ENSMUSG00000007908",3,16,12,20,5,10,13,17,10,14
"ENSMUSG00000007944",565,1328,1301,1456,587,1122,950,1614,812,808
"ENSMUSG00000007950",1420,3342,3424,3617,1385,2945,2578,3906,2048,2025
"ENSMUSG00000007987",259,450,360,611,250,377,341,647,271,309
"ENSMUSG00000007989",28,89,64,90,48,79,71,90,85,86
"ENSMUSG00000008036",346,706,627,747,337,751,512,854,529,454
"ENSMUSG00000008090",115,271,165,288,86,219,127,334,114,131
"ENSMUSG00000008129",1,4,4,3,4,4,4,5,3,3
"ENSMUSG00000008136",154,432,356,430,198,319,230,627,266,237
"ENSMUSG00000008206",212,455,384,442,191,372,318,527,322,254
"ENSMUSG00000008301",160,345,179,402,227,157,113,441,161,208
"ENSMUSG00000008384",11,23,43,16,7,33,28,34,18,27
"ENSMUSG00000008393",5,1,5,3,2,0,1,3,6,0
"ENSMUSG00000008398",8,7,8,12,3,19,3,10,6,10
"ENSMUSG00000008429",498,1013,591,999,452,478,562,1212,469,636
"ENSMUSG00000008435",5,21,18,22,14,17,17,34,13,17
"ENSMUSG00000008438",9,35,11,34,13,13,14,23,6,15
"ENSMUSG00000008450",4,0,2,4,4,2,4,4,0,0
"ENSMUSG00000008475",38,78,48,93,33,53,33,89,39,37
"ENSMUSG00000008575",11,45,56,43,37,53,32,53,33,32
"ENSMUSG00000008604",1595,3222,2139,3678,1455,1929,2026,3904,1762,1916
"ENSMUSG00000008658",1045,2221,1679,2393,1177,1611,1617,2574,1300,1609
"ENSMUSG00000008668",2,5,4,4,0,3,5,2,9,4
"ENSMUSG00000008686",5,3,5,7,3,7,4,15,7,13
"ENSMUSG00000008734",937,2326,1477,2589,1004,1580,1415,2789,1169,1225
"ENSMUSG00000008822",15,25,17,23,9,14,5,22,12,13
"ENSMUSG00000008845",57,151,60,148,43,79,69,153,68,88
"ENSMUSG00000008859",566,1291,530,1448,722,455,459,1577,610,811
"ENSMUSG00000008892",10,18,8,22,4,8,6,17,5,8
"ENSMUSG00000008958",6,7,1,8,5,3,3,5,3,3
"ENSMUSG00000008999",8,20,24,34,12,34,49,24,26,24
"ENSMUSG00000009030",87,158,68,153,81,58,58,181,55,70
"ENSMUSG00000009035",519,1333,1249,1531,556,1334,1061,1777,1040,957
"ENSMUSG00000009075",131,293,193,348,104,288,240,375,214,232
"ENSMUSG00000009076",26,51,43,45,12,44,24,62,31,42
"ENSMUSG00000009092",22,29,29,24,8,13,16,39,14,18
"ENSMUSG00000009097",11,13,14,26,4,10,11,14,9,10
"ENSMUSG00000009112",485,1064,730,1055,522,674,657,1370,637,764
"ENSMUSG00000009145",7,18,9,11,4,4,2,15,4,4
"ENSMUSG00000009281",7,29,17,41,8,21,15,42,10,18
"ENSMUSG00000009293",214,440,317,457,211,394,188,447,277,216
"ENSMUSG00000009378",22,52,19,50,13,14,34,47,16,23
"ENSMUSG00000009394",1226,3470,2553,3851,1583,2479,2538,4440,1972,2071
"ENSMUSG00000009406",45,123,109,81,53,96,60,111,87,67
"ENSMUSG00000009470",203,457,204,393,236,114,196,430,206,385
"ENSMUSG00000009545",4,5,10,5,1,10,2,5,8,3
"ENSMUSG00000009575",68,155,76,167,67,59,55,127,65,61
"ENSMUSG00000009630",956,2425,970,2499,1112,858,856,2604,845,1046
"ENSMUSG00000009633",20,52,37,57,21,29,19,58,24,21
"ENSMUSG00000009640",2,26,10,27,4,18,10,27,9,13
"ENSMUSG00000009681",3361,6638,4036,6876,2622,4429,3571,5885,3340,3370
"ENSMUSG00000009731",20,41,36,52,25,24,26,49,26,36
"ENSMUSG00000009733",68,153,129,168,93,98,89,210,84,84
"ENSMUSG00000009734",3,3,6,5,4,8,5,5,1,1
"ENSMUSG00000009739",1295,2709,2162,2952,1219,2029,1523,3175,1668,1453
"ENSMUSG00000009863",460,1252,561,1233,418,779,549,1512,526,445
"ENSMUSG00000009876",9,18,16,23,13,7,7,27,8,9
"ENSMUSG00000009894",27,104,55,105,47,41,47,120,30,75
"ENSMUSG00000009900",0,0,0,1,0,5,0,5,6,1
"ENSMUSG00000009905",205,386,219,425,195,226,164,445,198,316
"ENSMUSG00000010044",24,51,22,85,24,62,47,68,33,28
"ENSMUSG00000010045",257,418,401,510,211,439,349,546,327,325
"ENSMUSG00000010047",49,119,96,144,32,123,66,122,62,48
"ENSMUSG00000010048",37,100,80,123,38,89,81,122,85,62
"ENSMUSG00000010054",27,90,50,88,44,37,33,128,31,37
"ENSMUSG00000010057",194,566,233,595,226,293,262,667,252,265
"ENSMUSG00000010064",464,1268,864,1388,426,1047,784,1451,705,665
"ENSMUSG00000010066",752,1896,1174,2095,669,1583,1249,1701,1017,868
"ENSMUSG00000010086",35,97,91,141,35,57,57,95,57,58
"ENSMUSG00000010095",654,1531,1085,1659,663,1062,797,1845,775,797
"ENSMUSG00000010097",530,1220,563,1485,493,576,620,1502,574,762
"ENSMUSG00000010110",379,991,507,1039,323,591,480,1215,486,466
"ENSMUSG00000010136",0,6,2,4,0,10,6,7,2,1
"ENSMUSG00000010154",114,225,188,256,117,283,188,259,153,127
"ENSMUSG00000010175",117,227,150,259,96,93,110,188,123,127
"ENSMUSG00000010205",70,165,146,149,61,150,106,178,90,92
"ENSMUSG00000010290",284,829,354,777,357,350,294,727,375,422
"ENSMUSG00000010307",83,182,122,152,74,142,99,198,92,101
"ENSMUSG00000010358",11,17,12,18,2,18,12,16,8,6
"ENSMUSG00000010376",366,996,545,1000,439,693,413,1380,488,436
"ENSMUSG00000010392",29,115,47,110,45,73,35,132,52,53
"ENSMUSG00000010406",62,140,45,165,73,54,87,170,51,108
"ENSMUSG00000010453",771,1842,1205,1915,739,1258,993,2062,919,938
"ENSMUSG00000010461",30,52,41,74,34,23,27,76,27,57
"ENSMUSG00000010476",3,10,4,22,8,1,4,2,0,6
"ENSMUSG00000010529",16,31,16,23,9,27,18,15,17,13
"ENSMUSG00000010592",86,168,54,168,69,53,52,161,71,93
"ENSMUSG00000010607",92,185,121,240,75,140,100,231,86,111
"ENSMUSG00000010608",1280,2202,923,2414,1424,786,692,2348,1111,1209
"ENSMUSG00000010660",83,132,93,176,65,133,109,185,109,97
"ENSMUSG00000010663",2048,4376,2564,4894,1940,2700,2094,4607,1965,2271
"ENSMUSG00000010721",4,8,33,16,7,16,13,21,20,22
"ENSMUSG00000010797",56,187,96,176,77,177,123,305,125,168
"ENSMUSG00000010803",97,205,140,166,102,151,164,216,121,122
"ENSMUSG00000010825",6,3,6,6,1,11,10,13,7,2
"ENSMUSG00000010830",3,6,3,12,0,0,0,5,3,1
"ENSMUSG00000010914",84,167,104,189,62,116,82,206,70,98
"ENSMUSG00000010936",166,410,280,446,159,305,338,513,268,236
"ENSMUSG00000011052",1,0,3,0,0,7,3,5,0,1
"ENSMUSG00000011114",108,188,116,134,85,80,70,248,85,99
"ENSMUSG00000011148",119,275,243,292,123,240,107,300,154,114
"ENSMUSG00000011154",2,1,2,10,0,1,2,8,0,1
"ENSMUSG00000011158",378,716,570,703,304,612,339,723,418,312
"ENSMUSG00000011179",2,2,8,4,6,6,3,4,3,1
"ENSMUSG00000011263",0,2,0,1,1,6,7,19,10,3
"ENSMUSG00000011267",6,16,21,22,7,19,19,24,5,8
"ENSMUSG00000011305",5,17,14,13,1,8,23,19,7,10
"ENSMUSG00000011306",271,466,323,529,255,429,273,606,293,243
"ENSMUSG00000011382",14,27,14,21,9,33,17,27,14,10
"ENSMUSG00000011427",65,188,125,184,77,98,74,190,85,87
"ENSMUSG00000011589",257,621,527,670,194,538,382,709,394,348
"ENSMUSG00000011658",71,161,128,159,52,105,92,152,80,81
"ENSMUSG00000011832",1001,1914,1486,2093,964,1570,1135,2154,1177,1040
"ENSMUSG00000011837",61,132,89,132,46,93,109,182,63,86
"ENSMUSG00000011884",176,320,221,404,127,155,158,299,106,171
"ENSMUSG00000011960",186,433,306,460,200,345,266,530,267,318
"ENSMUSG00000012017",19,47,63,53,9,35,68,48,44,28
"ENSMUSG00000012076",527,1421,639,1423,551,630,431,1544,623,760
"ENSMUSG00000012114",403,983,857,1014,372,755,659,1258,615,537
"ENSMUSG00000012296",144,338,342,369,144,386,288,524,320,258
"ENSMUSG00000012428",4,10,2,2,0,3,4,8,4,3
"ENSMUSG00000012429",2,5,8,4,1,11,8,7,8,7
"ENSMUSG00000012443",17,15,16,31,14,12,7,18,12,8
"ENSMUSG00000012483",8,17,21,17,2,17,6,22,9,12
"ENSMUSG00000012535",776,1831,1016,1994,902,1021,767,2045,900,997
"ENSMUSG00000012609",17,24,20,33,14,18,11,42,14,13
"ENSMUSG00000012640",13,27,9,22,12,16,9,30,16,12
"ENSMUSG00000012705",5,10,5,18,6,8,7,13,6,6
"ENSMUSG00000013089",282,590,468,544,342,293,345,770,285,445
"ENSMUSG00000013150",13,48,48,62,21,57,46,65,44,28
"ENSMUSG00000013155",52,78,74,119,46,66,43,108,52,39
"ENSMUSG00000013158",2,2,3,3,1,3,2,2,4,0
"ENSMUSG00000013160",427,1255,680,1233,425,697,598,1324,419,522
"ENSMUSG00000013236",328,782,1093,797,351,935,720,958,688,553
"ENSMUSG00000013367",242,482,445,546,238,397,362,467,306,237
"ENSMUSG00000013419",287,629,728,655,271,609,396,789,396,382
"ENSMUSG00000013483",0,3,4,1,2,5,4,0,3,2
"ENSMUSG00000013495",75,207,127,197,61,152,115,182,100,95
"ENSMUSG00000013584",11,42,21,61,28,33,84,54,32,46
"ENSMUSG00000013662",885,1858,685,1779,1060,552,637,1845,925,1144
"ENSMUSG00000013707",17,27,21,33,11,23,15,29,13,15
"ENSMUSG00000013736",7,40,11,46,23,7,20,45,11,18
"ENSMUSG00000013766",11,18,21,8,5,6,4,17,7,4
"ENSMUSG00000013822",182,359,265,462,152,280,241,523,237,199
"ENSMUSG00000013833",428,951,965,958,358,1056,684,1062,664,481
"ENSMUSG00000013846",95,193,173,212,125,210,157,284,155,168
"ENSMUSG00000013858",146,497,396,618,134,410,316,596,309,208
"ENSMUSG00000013974",3,13,5,8,4,4,7,5,5,16
"ENSMUSG00000013989",17,22,22,17,13,34,27,35,37,34
"ENSMUSG00000013997",23,73,30,108,31,22,23,89,40,37
"ENSMUSG00000014074",98,203,123,191,106,122,102,231,121,138
"ENSMUSG00000014075",22,48,15,36,16,13,13,58,36,31
"ENSMUSG00000014158",4,6,12,16,2,8,4,16,2,0
"ENSMUSG00000014164",151,336,482,327,146,349,240,440,289,208
"ENSMUSG00000014177",15,51,37,38,37,42,18,61,32,21
"ENSMUSG00000014226",115,252,83,307,117,74,98,306,127,181
"ENSMUSG00000014232",10,33,18,40,19,16,26,39,19,28
"ENSMUSG00000014243",51,111,65,110,44,81,51,137,59,59
"ENSMUSG00000014245",14,27,12,23,11,14,10,32,10,8
"ENSMUSG00000014294",232,554,348,710,167,319,202,648,265,253
"ENSMUSG00000014329",20,22,21,29,15,17,17,27,12,17
"ENSMUSG00000014349",786,1950,1145,1923,904,1212,1007,2196,1146,967
"ENSMUSG00000014361",328,791,380,934,310,297,264,780,299,386
"ENSMUSG00000014426",415,899,648,1025,414,707,592,1302,589,621
"ENSMUSG00000014470",6,24,14,34,8,16,24,21,21,9
"ENSMUSG00000014496",717,1526,713,1404,609,711,543,1421,734,832
"ENSMUSG00000014498",792,1520,1696,1853,807,1595,1635,2202,1257,1355
"ENSMUSG00000014503",3,5,5,12,2,0,0,4,1,2
"ENSMUSG00000014504",72,165,87,210,78,64,62,190,70,116
"ENSMUSG00000014547",44,93,90,98,44,92,74,103,57,57
"ENSMUSG00000014601",154,250,311,287,134,263,232,366,172,177
"ENSMUSG00000014602",7335,13056,12643,15174,6906,12394,11555,16850,9464,9540
"ENSMUSG00000014603",3,6,5,7,2,4,8,8,0,8
"ENSMUSG00000014633",35,45,39,53,17,28,30,45,25,20
"ENSMUSG00000014668",322,698,418,765,280,453,337,813,398,394
"ENSMUSG00000014686",9,18,5,16,4,11,6,15,10,9
"ENSMUSG00000014747",15,18,27,24,8,23,13,26,23,19
"ENSMUSG00000014763",712,1801,845,1891,676,927,968,1840,747,981
"ENSMUSG00000014769",334,856,416,899,311,556,338,1126,331,339
"ENSMUSG00000014776",57,177,152,204,107,174,145,279,132,141
"ENSMUSG00000014786",615,1283,798,1295,434,808,728,1187,643,622
"ENSMUSG00000014791",29,44,31,57,15,59,36,48,42,28
